id,en,ja,pos,theme,level,notes
611,stubbornly,頑固に,adverb,general,eiken2,
612,stuff,詰め込む,verb,action,eiken2,
613,subside,収まる,verb,action,eiken2,
614,subtle,微妙な,adjective,general,eiken2,
615,subtract,引き算する,verb,action,eiken2,
616,successive,連続の,adjective,general,eiken2,
617,suck,吸う,verb,action,eiken2,
618,sue,訴える,verb,action,eiken2,
619,sufficiently,十分に,adverb,general,eiken2,
620,suitably,適切に,adverb,general,eiken2,
621,superb,素晴らしい,adjective,general,eiken2,
622,suppress,抑制する,verb,action,eiken2,
623,surrender,降参する,verb,action,eiken2,
624,suspend,停止する,verb,action,eiken2,
625,suspicious,疑わしい,adjective,general,eiken2,
626,suspiciously,疑わしそうに,adverb,general,eiken2,
627,sweep,掃く,verb,action,eiken2,
628,swift,素早い,adjective,general,eiken2,
629,sympathetic,同情的な,adjective,general,eiken2,
630,tackle,取り組む,verb,action,eiken2,
631,tame,飼いならされた,adjective,general,eiken2,
632,tap,軽く叩く,verb,action,eiken2,
633,technical,技術的な,adjective,general,eiken2,
634,technically,技術的に,adverb,general,eiken2,
635,temporarily,一時的に,adverb,general,eiken2,
636,tender,優しい,adjective,general,eiken2,
637,tenderly,優しく,adverb,general,eiken2,
638,terrifying,恐ろしい,adjective,general,eiken2,
639,testify,証言する,verb,action,eiken2,
640,thereafter,その後,adverb,general,eiken2,
641,thirdly,第三に,adverb,general,eiken2,
642,thoroughly,徹底的に,adverb,general,eiken2,
643,thoughtful,思慮深い,adjective,general,eiken2,
644,threaten,脅す,verb,action,eiken2,
645,thrilling,スリリングな,adjective,general,eiken2,
646,tickle,くすぐる,verb,action,eiken2,
647,timeless,時代を超えた,adjective,general,eiken2,
648,tip,傾ける,verb,action,eiken2,
649,tiresome,飽き飽きする,adjective,general,eiken2,
650,toil,苦労する,verb,action,eiken2,
651,tolerant,寛容な,adjective,general,eiken2,
652,tolerate,我慢する,verb,action,eiken2,
653,torture,拷問する,verb,action,eiken2,
654,tough,強い,adjective,general,eiken2,
655,toxic,有毒な,adjective,general,eiken2,
656,trade,取引する,verb,action,eiken2,
657,trail,跡をつける,verb,action,eiken2,
658,transmit,送信する,verb,action,eiken2,
659,transport,輸送する,verb,action,eiken2,
660,tread,踏む,verb,action,eiken2,
661,tremendously,非常に,adverb,general,eiken2,
662,trick,だます,verb,action,eiken2,
663,tricky,巧妙な,adjective,general,eiken2,
664,trivial,些細な,adjective,general,eiken2,
665,troublesome,厄介な,adjective,general,eiken2,
666,turbulent,激動の,adjective,general,eiken2,
667,twisted,ねじれた,adjective,general,eiken2,
668,ultimate,究極の,adjective,general,eiken2,
669,ultimately,最終的に,adverb,general,eiken2,
670,unacceptable,受け入れられない,adjective,general,eiken2,
671,unbearable,耐えられない,adjective,general,eiken2,
672,uncommon,珍しい,adjective,general,eiken2,
673,unconscious,無意識の,adjective,general,eiken2,
674,underestimate,過小評価する,verb,action,eiken2,
675,understandable,理解できる,adjective,general,eiken2,
676,undertake,引き受ける,verb,action,eiken2,
677,undoubtedly,疑いなく,adverb,general,eiken2,
678,unfamiliar,不慣れな,adjective,general,eiken2,
679,unforeseen,予期しない,adjective,general,eiken2,
680,united,団結した,adjective,general,eiken2,
681,universal,普遍的な,adjective,general,eiken2,
682,unlimited,無制限の,adjective,general,eiken2,
683,unload,荷降ろしする,verb,action,eiken2,
684,unlock,解錠する,verb,action,eiken2,
685,unofficial,非公式の,adjective,general,eiken2,
686,unpopular,不人気な,adjective,general,eiken2,
687,unrealistic,非現実的な,adjective,general,eiken2,
688,unreasonable,不合理な,adjective,general,eiken2,
689,unreliable,信頼できない,adjective,general,eiken2,
690,unsafe,安全でない,adjective,general,eiken2,
691,unsatisfactory,不満足な,adjective,general,eiken2,
692,unsuccessful,失敗した,adjective,general,eiken2,
693,unsuitable,不適切な,adjective,general,eiken2,
694,untie,ほどく,verb,action,eiken2,
695,unwilling,嫌がる,adjective,general,eiken2,
696,upset,動揺させる,verb,action,eiken2,
697,urban,都市の,adjective,general,eiken2,
698,urge,促す,verb,action,eiken2,
699,urgently,緊急に,adverb,general,eiken2,
700,usher,案内する,verb,action,eiken2,
701,utter,口にする,verb,action,eiken2,
702,utterly,完全に,adverb,general,eiken2,
703,vacant,空の,adjective,general,eiken2,
704,valid,有効な,adjective,general,eiken2,
705,vanish,消える,verb,action,eiken2,
706,verbally,言葉で,adverb,general,eiken2,
707,vibrate,振動する,verb,action,eiken2,
708,vigorous,精力的な,adjective,general,eiken2,
709,vigorously,精力的に,adverb,general,eiken2,
710,violate,違反する,verb,action,eiken2,
711,virtually,事実上,adverb,general,eiken2,
712,visibly,目に見えて,adverb,general,eiken2,
713,vital,重要な,adjective,general,eiken2,
714,waterproof,防水の,adjective,general,eiken2,
715,weaken,弱める,verb,action,eiken2,
